,入荷量(トン),0,0
0,-1.5006508271506047,-0.9933326015241364,0.3380654689603913
1,1.6325980774592377,1.160411302271877,0.28922414016449816
2,0.9628960215120956,0.6297527563423515,0.3459805189002531
3,0.09786419924703753,0.8577939942716337,7.765145996916745
4,-1.9909684038261908,-0.9387633269473901,0.5284890884539909
5,-0.3525901598126472,0.7718842652032034,3.1891826635586003
6,-1.5843635841439974,-1.1748430358919832,0.2584763701655454
7,1.4412546329029114,0.8691523864092541,0.39694737725932183
8,-0.101451888832469,1.0246904419869565,11.10025987469847
9,-0.8747983105809543,0.24641470004679067,1.2816817283096333
10,-0.3685354468590077,0.8037083395135955,3.1808169237546204
11,-1.293362095547918,0.7138892528114769,1.551963951370514
